SYMBOL_NAME,Description,Sector,ISIN,SECURITY_ID,Status,UNDERLYING_SYMBOL,EXCHANGE,SEGMENT,INSTRUMENT_TYPE,SERIES,LOT_SIZE
967KIIFB32,KIIFB-9.67%-8-8-32-PVT,Unknown,,977009.0,NEW,967KIIFB32,BSE,E,EQUITY,F,1.0
967KIIFB33,KIIFB-9.67%-8-8-33-PVT,Unknown,,977010.0,NEW,967KIIFB33,BSE,E,EQUITY,F,1.0
967KIIFB34,KIIFB-9.67%-8-8-34-PVT,Unknown,,977011.0,NEW,967KIIFB34,BSE,E,EQUITY,F,1.0
967KIIFB35,KIIFB-9.67%-8-8-35-PVT,Unknown,,977012.0,NEW,967KIIFB35,BSE,E,EQUITY,F,1.0
85ABDFVL27,ABDFVL-8.5%-8-8-27-PVT,Unknown,,977013.0,NEW,85ABDFVL27,BSE,E,EQUITY,F,1.0
790TFL28,TFL-7.90%-8-8-28-PVT,Unknown,,977014.0,NEW,790TFL28,BSE,E,EQUITY,F,1.0
698PGCIL35,PGCIL-6.98%-12-8-35-PVT,Unknown,,977015.0,NEW,698PGCIL35,BSE,E,EQUITY,F,1.0
920BML28,BML-9.20%-12-8-28-PVT,Unknown,,977016.0,NEW,920BML28,BSE,E,EQUITY,F,1.0
1030NFL27,NFL-10.30%-30-09-27-PVT,Unknown,,977017.0,NEW,1030NFL27,BSE,E,EQUITY,F,1.0
870AML28,AML-8.70%-12-08-28-PVT,Unknown,,977018.0,NEW,870AML28,BSE,E,EQUITY,F,1.0
910BML27,BML-9.10%-12-8-27-PVT,Unknown,,977019.0,NEW,910BML27,BSE,E,EQUITY,F,1.0
91BML27,BML-9.1%-12-8-27-PVT,Unknown,,977020.0,NEW,91BML27,BSE,E,EQUITY,F,1.0
640NHPCL27,NHPCL-6.40%-12-8-27-PVT,Unknown,,977021.0,NEW,640NHPCL27,BSE,E,EQUITY,F,1.0
1065KSL27,KSL-10.65%-12-08-27-PVT,Unknown,,977022.0,NEW,1065KSL27,BSE,E,EQUITY,F,1.0
11CFPL27,CFPL-11%-11-8-27-PVT,Unknown,,977023.0,NEW,11CFPL27,BSE,E,EQUITY,F,1.0
9NWFL27,NWFL-9%-11-06-27-PVT,Unknown,,977024.0,NEW,9NWFL27,BSE,E,EQUITY,F,1.0
91HLFL31,HLFL-9.1%-11-4-31-PVT,Unknown,,977025.0,NEW,91HLFL31,BSE,E,EQUITY,F,1.0
5GMRAL27,GMRAL-5%-13-2-27-PVT,Unknown,,977026.0,NEW,5GMRAL27,BSE,E,EQUITY,F,1.0
5GMRAL28A,GMRAL-5%-13-8-28-PVT,Unknown,,977027.0,NEW,5GMRAL28A,BSE,E,EQUITY,F,1.0
1050NCL28,NCL-10.50%-12-2-28-PVT,Unknown,,977028.0,NEW,1050NCL28,BSE,E,EQUITY,F,1.0
1140KFL27A,KFL-11.40%-12-05-27-PVT,Unknown,,977029.0,NEW,1140KFL27A,BSE,E,EQUITY,F,1.0
960SCL35,SCL-9.60%-14-08-35-PVT,Unknown,,977030.0,NEW,960SCL35,BSE,E,EQUITY,F,1.0
718HDBFS28,HDBFSL-7.18%-22-09-28-PVT,Unknown,,977031.0,NEW,718HDBFS28,BSE,E,EQUITY,F,1.0
1225PFSP28,PFSPL-12.25%-14-8-28-PVT,Unknown,,977032.0,NEW,1225PFSP28,BSE,E,EQUITY,F,1.0
1175FFSL28,FFSL-11.75%-13-8-28-CP,Unknown,,977033.0,NEW,1175FFSL28,BSE,E,EQUITY,F,1.0
842ABCLPER,ABCL-8.42%-PERPETUAL-PVT,Unknown,,977034.0,NEW,842ABCLPER,BSE,E,EQUITY,F,1.0
360OP19825,360OPL-21-06-27-PVT,Unknown,,977035.0,NEW,360OP19825,BSE,E,EQUITY,F,1.0
693CHT29,CHT-6.93%-20-2-29-INVIT,Unknown,,977036.0,NEW,693CHT29,BSE,E,EQUITY,F,1.0
73015CHT35,CHT-7.3015%-20-8-35-INVIT,Unknown,,977037.0,NEW,73015CHT35,BSE,E,EQUITY,F,1.0
10KFL2027A,KFL-10%-30-11-27-PVT,Unknown,,977038.0,NEW,10KFL2027A,BSE,E,EQUITY,F,1.0
10KFL2028,KFL-10%-31-05-28-PVT,Unknown,,977039.0,NEW,10KFL2028,BSE,E,EQUITY,F,1.0
1095MBFL27,MBFL-10.95%-20-10-27-PVT,Unknown,,977040.0,NEW,1095MBFL27,BSE,E,EQUITY,F,1.0
725KMPL30,KMPL-7.25%-20-08-30-PVT,Unknown,,977041.0,NEW,725KMPL30,BSE,E,EQUITY,F,1.0
1010VCL27,VCL-10.10%-19-08-27-PVT,Unknown,,977042.0,NEW,1010VCL27,BSE,E,EQUITY,F,1.0
741MBPR33,MBPR-7.41%-REST RATE-19-8,Unknown,,977043.0,NEW,741MBPR33,BSE,E,EQUITY,F,1.0
111KFL27,KFL-11.10%-19-8-27-PVT,Unknown,,977044.0,NEW,111KFL27,BSE,E,EQUITY,F,1.0
712UML26,UML-7.12%-29-10-26-PVT,Unknown,,977045.0,NEW,712UML26,BSE,E,EQUITY,F,1.0
711UML26,UML-7.11%-27-11-26-PVT,Unknown,,977046.0,NEW,711UML26,BSE,E,EQUITY,F,1.0
12MML2026,MML-12%-19-11-26-PVT,Unknown,,977047.0,NEW,12MML2026,BSE,E,EQUITY,F,1.0
115SCNL32,SCNL-11.5%-21-8-32-PVT,Unknown,,977048.0,NEW,115SCNL32,BSE,E,EQUITY,F,1.0
SFL200825,SFL-20-8-27-PVT,Unknown,,977049.0,NEW,SFL200825,BSE,E,EQUITY,F,1.0
734KMIL28,KMIL-7.34%-28-8-28-PVT,Unknown,,977050.0,NEW,734KMIL28,BSE,E,EQUITY,F,1.0
1225AX25,AX2025-12.25%-24-12-26-PT,Unknown,,977051.0,NEW,1225AX25,BSE,E,EQUITY,F,100000.0
1330ACAP27,ACAPL-13.30%- 21-02-27-PV,Unknown,,977052.0,NEW,1330ACAP27,BSE,E,EQUITY,F,1.0
9NWIL27,NWIL-9%-22-06-27-PVT,Unknown,,977053.0,NEW,9NWIL27,BSE,E,EQUITY,F,1.0
9NWIL27A,NWIL-9%-20-08-27-PVT,Unknown,,977054.0,NEW,9NWIL27A,BSE,E,EQUITY,F,1.0
9NWFL027,NWFL-9%-22-7-27-PVT,Unknown,,977055.0,NEW,9NWFL027,BSE,E,EQUITY,F,1.0
8HLFL28,HLFL-8%-25-08-28-PVT,Unknown,,977056.0,NEW,8HLFL28,BSE,E,EQUITY,F,1.0
752PFL28,PFL-7.52%-25-2-28-PVT,Unknown,,977057.0,NEW,752PFL28,BSE,E,EQUITY,F,1.0
1290DKGF29,DKGFSPL-12.90%-13-07-29-P,Unknown,,977058.0,NEW,1290DKGF29,BSE,E,EQUITY,F,1.0
725MRHF27,MRHFL-7.25%-27-8-27-PVT,Unknown,,977059.0,NEW,725MRHF27,BSE,E,EQUITY,F,1.0
760IIL37,IIL-7.60%-28-08-37-PVT,Unknown,,977060.0,NEW,760IIL37,BSE,E,EQUITY,F,1.0
10NFL26,NFL-10%-30-10-26-PVT,Unknown,,977061.0,NEW,10NFL26,BSE,E,EQUITY,F,1.0
1170AX2526,AX25-11.70%-20-8-26-PTC,Unknown,,977062.0,NEW,1170AX2526,BSE,E,EQUITY,F,100000.0
855HGIEL28,HGIEL-8.55%-29-8-28-PVT,Unknown,,977063.0,NEW,855HGIEL28,BSE,E,EQUITY,F,1.0
91MFSL27,MFSL-9.10%-29-8-27-PVT,Unknown,,977064.0,NEW,91MFSL27,BSE,E,EQUITY,F,1.0
10KFLD27,KFL-10%-29-8-27-PVT,Unknown,,977065.0,NEW,10KFLD27,BSE,E,EQUITY,F,1.0
87AML28,AML-8.7%-29-8-28-PVT,Unknown,,977066.0,NEW,87AML28,BSE,E,EQUITY,F,1.0
169BFPL29,BIPL-16.90%-31-8-29-PVT,Unknown,,977067.0,NEW,169BFPL29,BSE,E,EQUITY,F,1.0
1095BRFL27,BRFL-10.95%-29-8-27-PVT,Unknown,,977068.0,NEW,1095BRFL27,BSE,E,EQUITY,F,1.0
785MUML38,MUML-7.85%-RESET RATE-30-,Unknown,,977069.0,NEW,785MUML38,BSE,E,EQUITY,F,1.0
789HLFL27,HLFL-7.89%-27-8-27-PVT,Unknown,,977070.0,NEW,789HLFL27,BSE,E,EQUITY,F,1.0
ZCHDBFS28,HDBFSL-ZC-04-10-28-PVT,Unknown,,977071.0,NEW,ZCHDBFS28,BSE,E,EQUITY,F,1.0
1353TERP28,TERPL-13.53%-31-08-28-PVT,Unknown,,977072.0,NEW,1353TERP28,BSE,E,EQUITY,F,1.0
1070ESP27,ESPL-10.70%-6-8-27-PVT,Unknown,,977073.0,NEW,1070ESP27,BSE,E,EQUITY,F,1.0
123LVJ29,LVJ-12.3%-26-7-29-PTC,Unknown,,977074.0,NEW,123LVJ29,BSE,E,EQUITY,F,1.0
1025NBFS27,NBFSPL-10.25%-02-03-27-PV,Unknown,,977075.0,NEW,1025NBFS27,BSE,E,EQUITY,F,1.0
1152SRGH31,SRGHFL-11.52%-01-03-31-PV,Unknown,,977076.0,NEW,1152SRGH31,BSE,E,EQUITY,F,1.0
1290AFPL27,AFPL-12.90%-31-03-27-PVT,Unknown,,977077.0,NEW,1290AFPL27,BSE,E,EQUITY,F,1.0
1150MA2528,MA2025-11.50%-28-07-28-PT,Unknown,,977078.0,NEW,1150MA2528,BSE,E,EQUITY,F,1.0
115MA2528,MA2025-11.50%-28-07-28-PT,Unknown,,977079.0,NEW,115MA2528,BSE,E,EQUITY,F,1.0
10PLRPLD35,PLRPL-10%-1-9-35-PVT,Unknown,,977080.0,NEW,10PLRPLD35,BSE,E,EQUITY,F,1.0
ABCL020925,ABCL-0%-30-5-29-PVT,Unknown,,977081.0,NEW,ABCL020925,BSE,E,EQUITY,F,1.0
875SPHIR26,SPHIR-8.75%-20-8-26-PTC,Unknown,,977082.0,NEW,875SPHIR26,BSE,E,EQUITY,F,100000.0
990SPHIR28,SPHIR-9.90%-20-3-28-PTC,Unknown,,977083.0,NEW,990SPHIR28,BSE,E,EQUITY,F,100000.0
1125SPHR28,SPHIR-11.25%-20-3-28-PTC,Unknown,,977084.0,NEW,1125SPHR28,BSE,E,EQUITY,F,100000.0
RRDIAL40,DIAL-Reset Rate-8.75%-1-9,Unknown,,977085.0,NEW,RRDIAL40,BSE,E,EQUITY,F,1.0
1155KFL26,KFL-11.55%-05-12-26-PVT,Unknown,,977086.0,NEW,1155KFL26,BSE,E,EQUITY,F,1.0
1850PCKR29,PCKRPPL-18.5%-3-9-29-PVT,Unknown,,977087.0,NEW,1850PCKR29,BSE,E,EQUITY,F,1.0
9VCL26,VCL-9%-04-11-26-PVT,Unknown,,977088.0,NEW,9VCL26,BSE,E,EQUITY,F,1.0
915VCL27,VCL-9.15%-04-11-27-PVT,Unknown,,977089.0,NEW,915VCL27,BSE,E,EQUITY,F,1.0
925VCL28,VCL-9.25%-04-05-28-PVT,Unknown,,977090.0,NEW,925VCL28,BSE,E,EQUITY,F,1.0
1325SRFC30,SRFCPL-13.25%-09-12-30-PV,Unknown,,977091.0,NEW,1325SRFC30,BSE,E,EQUITY,F,1.0
1116AFL26,AFL-11.16%-12-12-26-PVT,Unknown,,977092.0,NEW,1116AFL26,BSE,E,EQUITY,F,1.0
0MSFL27,MSFL-0%-9-9-27-PVT,Unknown,,977093.0,NEW,0MSFL27,BSE,E,EQUITY,F,1.0
1120KSL27,KSL-11.20%-10-3-27-PVT,Unknown,,977094.0,NEW,1120KSL27,BSE,E,EQUITY,F,1.0
1095SFL27,SFL-10.95%-10-3-27-PVT,Unknown,,977095.0,NEW,1095SFL27,BSE,E,EQUITY,F,1.0
1475ACAP27,ACAPL-14.75%-10-4-27-PVT,Unknown,,977096.0,NEW,1475ACAP27,BSE,E,EQUITY,F,1.0
10PDL28,PDL-10%-10-9-28-PVT,Unknown,,977097.0,NEW,10PDL28,BSE,E,EQUITY,F,1.0
1125UFL27,UFL-11.25%-11-03-27-PVT,Unknown,,977098.0,NEW,1125UFL27,BSE,E,EQUITY,F,1.0
875OPLD27,360OPL-8.75%-10-9-27-PVT,Unknown,,977099.0,NEW,875OPLD27,BSE,E,EQUITY,F,1.0
895NACL27,NACL-8.95%-10-3-27-PVT,Unknown,,977100.0,NEW,895NACL27,BSE,E,EQUITY,F,1.0
758PFL28A,PFL-7.58%-8-9-28-PVT,Unknown,,977101.0,NEW,758PFL28A,BSE,E,EQUITY,F,1.0
11MGFL26,MGFL-11%-11-12-26-PVT,Unknown,,977102.0,NEW,11MGFL26,BSE,E,EQUITY,F,1.0
761ABCL35,ABCL-7.61-11-09-35-PVT,Unknown,,977103.0,NEW,761ABCL35,BSE,E,EQUITY,F,1.0
880PFL28,PFL-8.80%-11-8-28-PVT,Unknown,,977104.0,NEW,880PFL28,BSE,E,EQUITY,F,1.0
73274HDB28,HDBFSL-7.3274%-4-8-28-PVT,Unknown,,977105.0,NEW,73274HDB28,BSE,E,EQUITY,F,1.0
19SHTPL28,SHTPL-19%-30-9-28-PVT,Unknown,,977106.0,NEW,19SHTPL28,BSE,E,EQUITY,F,1.0
1140KFLD28,KFL-11.40%-11-4-28-PVT,Unknown,,977107.0,NEW,1140KFLD28,BSE,E,EQUITY,F,1.0
940IKFFL27,IKFFL-9.40%-12-08-27-PVT,Unknown,,977108.0,NEW,940IKFFL27,BSE,E,EQUITY,F,1.0
12AFIL28,AFIL-12%-9-9-28-PVT,Unknown,,977109.0,NEW,12AFIL28,BSE,E,EQUITY,F,1.0
AFIL110925,AFIL-10-9-27-PVT,Unknown,,977110.0,NEW,AFIL110925,BSE,E,EQUITY,F,1.0
1010AFL28,AFL-10.10%-12-03-28-PVT,Unknown,,977111.0,NEW,1010AFL28,BSE,E,EQUITY,F,1.0
903MHPL27,MHPL-9.03%-12-9-27-PVT,Unknown,,977112.0,NEW,903MHPL27,BSE,E,EQUITY,F,1.0
1005AFL27,AFL-10.05%-12-09-27-PVT,Unknown,,977113.0,NEW,1005AFL27,BSE,E,EQUITY,F,1.0
724BFL28,BFL-7.24%-12-12-28-PVT,Unknown,,977114.0,NEW,724BFL28,BSE,E,EQUITY,F,1.0
770IREDPRP,IREDAL-7.70%-PERPETUAL-PV,Unknown,,977115.0,NEW,770IREDPRP,BSE,E,EQUITY,F,1.0
98MML27,MML-9.8%-12-9-27-PVT,Unknown,,977116.0,NEW,98MML27,BSE,E,EQUITY,F,1.0
1165UCL31,UCL-11.65%-15-3-31-PVT,Unknown,,977117.0,NEW,1165UCL31,BSE,E,EQUITY,F,1.0
7299KMPL28,KMPL-7.299%-22-9-28-PVT,Unknown,,977118.0,NEW,7299KMPL28,BSE,E,EQUITY,F,1.0
7288KMPL28,KMPL-7.288%-24-10-28-PVT,Unknown,,977119.0,NEW,7288KMPL28,BSE,E,EQUITY,F,1.0
7MBPR27,MBPR-7%-14-9-27-REIT,Unknown,,977120.0,NEW,7MBPR27,BSE,E,EQUITY,F,1.0
773SST29,SST-7.73%-28-9-29-PTC,Unknown,,977121.0,NEW,773SST29,BSE,E,EQUITY,F,1.0
71BHFL28,BHFL-7.10%-16-10-28-PVT,Unknown,,977122.0,NEW,71BHFL28,BSE,E,EQUITY,F,1.0
1045KSL27,KSL-10.45%-16-03-27-PVT,Unknown,,977123.0,NEW,1045KSL27,BSE,E,EQUITY,F,1.0
766RKST28,RKST-7.66%-28-9-28-PTC,Unknown,,977124.0,NEW,766RKST28,BSE,E,EQUITY,F,1.0
780SST30,SST-7.80%-28-9-30-PTC,Unknown,,977125.0,NEW,780SST30,BSE,E,EQUITY,F,1.0
12ACAPL27,ACAPL-12%-16-9-27-PVT,Unknown,,977126.0,NEW,12ACAPL27,BSE,E,EQUITY,F,1.0
12ACAPL027,ACAPL-12%-16-9-27-PVT,Unknown,,977127.0,NEW,12ACAPL027,BSE,E,EQUITY,F,1.0
1026MFL31,MFL-10.26%-18-7-31-PVT,Unknown,,977128.0,NEW,1026MFL31,BSE,E,EQUITY,F,1.0
10JSHP28A,JSHPL-10%-17-11-28-PVT,Unknown,,977129.0,NEW,10JSHP28A,BSE,E,EQUITY,F,10000.0
10JSHPL28C,JSHPL-10%-17-11-28-PVT,Unknown,,977130.0,NEW,10JSHPL28C,BSE,E,EQUITY,F,1.0
9087NWIL27,NWIL-9.087%-18-10-27-PVT,Unknown,,977131.0,NEW,9087NWIL27,BSE,E,EQUITY,F,1.0
925MMFLD27,MMFL-9.25%-18-9-27-PVT,Unknown,,977132.0,NEW,925MMFLD27,BSE,E,EQUITY,F,1.0
885VFL29,VFL-8.85%-19-09-29-PVT,Unknown,,977133.0,NEW,885VFL29,BSE,E,EQUITY,F,1.0
885VFL29A,VFL-8.85%-19-09-29-PVT,Unknown,,977134.0,NEW,885VFL29A,BSE,E,EQUITY,F,1.0
86AML27,AML-8.6%-19-9-27-PVT,Unknown,,977135.0,NEW,86AML27,BSE,E,EQUITY,F,1.0
87AML028,AML-8.7%-19-9-28-PVT,Unknown,,977136.0,NEW,87AML028,BSE,E,EQUITY,F,1.0
849CFSL30,CFSL-8.49%-19-09-30-PVT,Unknown,,977137.0,NEW,849CFSL30,BSE,E,EQUITY,F,1.0
875OPL27A,OPL-8.75%-17-9-27-PVT,Unknown,,977138.0,NEW,875OPL27A,BSE,E,EQUITY,F,1.0
1375KFL28,KFL-13.75%-15-9-28-PVT,Unknown,,977139.0,NEW,1375KFL28,BSE,E,EQUITY,F,1.0
11PPL26,PPL-11%-4-10-26-PVT,Unknown,,977140.0,NEW,11PPL26,BSE,E,EQUITY,F,1.0
0ACAPL26,ACAPL-0%-28-9-26-PVT,Unknown,,977141.0,NEW,0ACAPL26,BSE,E,EQUITY,F,1.0
980MML28,MML-9.80%-23-09-28-PVT,Unknown,,977142.0,NEW,980MML28,BSE,E,EQUITY,F,1.0
119NFL30,NFL-11.9%-31-12-30-PVT,Unknown,,977143.0,NEW,119NFL30,BSE,E,EQUITY,F,1.0
1025NBS27,NBSPL-10.25%-23-3-27-PVT,Unknown,,977144.0,NEW,1025NBS27,BSE,E,EQUITY,F,1.0
11SFPL27,SFPL-11%-23-3-27-PVT,Unknown,,977145.0,NEW,11SFPL27,BSE,E,EQUITY,F,1.0
ABCRESET28,ABCL-6.92%-24-3-28-PVT,Unknown,,977146.0,NEW,ABCRESET28,BSE,E,EQUITY,F,1.0
752ABCL30,ABCL-7.52%-24-9-30-PVT,Unknown,,977147.0,NEW,752ABCL30,BSE,E,EQUITY,F,1.0
744GSFP28,GSFPL-7.44%-22-9-28-PVT,Unknown,,977148.0,NEW,744GSFP28,BSE,E,EQUITY,F,1.0
673PFCL27,PFCL-6.73%-15-10-27-PVT,Unknown,,977149.0,NEW,673PFCL27,BSE,E,EQUITY,F,1.0
76RCFL29,RCFL-7.6%-25-7-29-PVT,Unknown,,977150.0,NEW,76RCFL29,BSE,E,EQUITY,F,1.0
1165UCL031,UCL-11.65%-25-3-31-PVT,Unknown,,977151.0,NEW,1165UCL031,BSE,E,EQUITY,F,1.0
11BRFL28,BRFL-11%-25-9-28-PVT,Unknown,,977152.0,NEW,11BRFL28,BSE,E,EQUITY,F,1.0
745AREP30,AREPL-7.45%-25-9-30-PVT,Unknown,,977153.0,NEW,745AREP30,BSE,E,EQUITY,F,1.0
735MCFPL28,MCFPL-7.35%-25-9-28-PVT,Unknown,,977154.0,NEW,735MCFPL28,BSE,E,EQUITY,F,1.0
1275FCPL27,FCPL-12.75%-26-9-27-PVT,Unknown,,977155.0,NEW,1275FCPL27,BSE,E,EQUITY,F,1.0
1099RGIC35,RGICL-10.99%-26-9-35-PVT,Unknown,,977156.0,NEW,1099RGIC35,BSE,E,EQUITY,F,1.0
737BFL30,BFL-7.37%-27-9-30-PVT,Unknown,,977157.0,NEW,737BFL30,BSE,E,EQUITY,F,1.0
72KRT28,KRT-7.2%-26-9-28-PVT,Unknown,,977158.0,NEW,72KRT28,BSE,E,EQUITY,F,1.0
99SRFCPL27,SRFCPL-9.9%-26-10-27-PVT,Unknown,,977159.0,NEW,99SRFCPL27,BSE,E,EQUITY,F,1.0
11PPL27,PPL-11%-26-01-27-PVT,Unknown,,977160.0,NEW,11PPL27,BSE,E,EQUITY,F,1.0
970OFSL28,OFSL-9.70%-26-09-28-PVT,Unknown,,977161.0,NEW,970OFSL28,BSE,E,EQUITY,F,1.0
1050GFL27,GFL-10.50%-29-9-27-PVT,Unknown,,977162.0,NEW,1050GFL27,BSE,E,EQUITY,F,1.0
810LDL30,LDL-8.10%-29-09-30-PVT,Unknown,,977163.0,NEW,810LDL30,BSE,E,EQUITY,F,1.0
1075MCSL31,MCSL-10.75%-28-3-31-PVT,Unknown,,977164.0,NEW,1075MCSL31,BSE,E,EQUITY,F,1.0
910HLFL32,HLFL-9.10%-30-9-32-PVT,Unknown,,977165.0,NEW,910HLFL32,BSE,E,EQUITY,F,1.0
1175TT2527,TTS25-11.75%-21-9-27-PTC,Unknown,,977166.0,NEW,1175TT2527,BSE,E,EQUITY,F,1.0
722AFL27,AFL-7.22%-25-10-27-PVT,Unknown,,977167.0,NEW,722AFL27,BSE,E,EQUITY,F,1.0
1350IIL30,IIL-13.50%-31-08-30-PVT,Unknown,,977168.0,NEW,1350IIL30,BSE,E,EQUITY,F,1.0
1095SFLD27,SFL-10.95%-29-9-27-PVT,Unknown,,977169.0,NEW,1095SFLD27,BSE,E,EQUITY,F,1.0
1125CWCP27,CWCPL-11.25%-29-09-27-PVT,Unknown,,977170.0,NEW,1125CWCP27,BSE,E,EQUITY,F,1.0
0JMTL30,JMTL-ZC-30-4-30-PVT,Unknown,,977171.0,NEW,0JMTL30,BSE,E,EQUITY,F,1.0
1075MML27A,MML-10.75%-30-9-27-PVT,Unknown,,977172.0,NEW,1075MML27A,BSE,E,EQUITY,F,1.0
11MBF28,MFL-11%-13-3-28-PVT,Unknown,,977173.0,NEW,11MBF28,BSE,E,EQUITY,F,1.0
95KRL28,KRL-9.5%-29-9-28-PVT,Unknown,,977174.0,NEW,95KRL28,BSE,E,EQUITY,F,1.0
691DLFCC28,DLFCYDL-6.91%-29-09-28-PV,Unknown,,977175.0,NEW,691DLFCC28,BSE,E,EQUITY,F,1.0
1435ACAP26,ACAPL-14.35%-28-10-26-PVT,Unknown,,977176.0,NEW,1435ACAP26,BSE,E,EQUITY,F,1.0
1130NFPL28,NFPL-11.30%-30-09-28-PVT,Unknown,,977177.0,NEW,1130NFPL28,BSE,E,EQUITY,F,1.0
1475ATPL26,ATPL-14.75%-30-12-26-PVT,Unknown,,977178.0,NEW,1475ATPL26,BSE,E,EQUITY,F,1.0
1735ATPL29,ATPL-17.35%-30-09-29-PVT,Unknown,,977179.0,NEW,1735ATPL29,BSE,E,EQUITY,F,1.0
91LGS28,LGS-9.1%-20-1-28-PTC,Unknown,,977180.0,NEW,91LGS28,BSE,E,EQUITY,F,1.0
1050LGS28,LGS-10.50%-20-1-28-PTC,Unknown,,977181.0,NEW,1050LGS28,BSE,E,EQUITY,F,100000.0
115MFIL28,MFIL-11.5%-30-12-28-PVT,Unknown,,977182.0,NEW,115MFIL28,BSE,E,EQUITY,F,1.0
1175NCPL27,NCPL-11.75%-13-3-27-PVT,Unknown,,977183.0,NEW,1175NCPL27,BSE,E,EQUITY,F,1.0
98OFSL28,OFSL-9.8%-30-9-28-PVT,Unknown,,977184.0,NEW,98OFSL28,BSE,E,EQUITY,F,1.0
963CHL30,CHL-9.63%-03-10-30-PVT,Unknown,,977185.0,NEW,963CHL30,BSE,E,EQUITY,F,1.0
99SFCPL27,SRFCPL-9.9%-1-11-27-PVT,Unknown,,977186.0,NEW,99SFCPL27,BSE,E,EQUITY,F,1.0
1025SRFC28,SRFCPL-10.25%-1-4-28-PVT,Unknown,,977187.0,NEW,1025SRFC28,BSE,E,EQUITY,F,1.0
IFSL300925,IFSL-Near month Future of,Unknown,,977188.0,NEW,IFSL300925,BSE,E,EQUITY,F,1.0
NWFL300925,NWFL-NIFTY50-31-8-35-PVT,Unknown,,977189.0,NEW,NWFL300925,BSE,E,EQUITY,F,1.0
SFL29928,SFL-Reset Rate-29-09-28-P,Unknown,,977190.0,NEW,SFL29928,BSE,E,EQUITY,F,1.0
1425CSAI27,CSAIPL-14.25%-05-04-27-PV,Unknown,,977191.0,NEW,1425CSAI27,BSE,E,EQUITY,F,1.0
1725CPPL30,CPIPL-17.25%-30-9-30-PVT,Unknown,,977192.0,NEW,1725CPPL30,BSE,E,EQUITY,F,1.0
875360OP27,360OPL-8.75%-07-10-27-PVT,Unknown,,977193.0,NEW,875360OP27,BSE,E,EQUITY,F,1.0
870AEL28,AEL-8.70%-24-03-28-PVT,Unknown,,977194.0,NEW,870AEL28,BSE,E,EQUITY,F,1.0
910SKFL28,SKFL-9.10%-09-10-28-PVT,Unknown,,977195.0,NEW,910SKFL28,BSE,E,EQUITY,F,1.0
908NWFL27,NWFL-9.08%-09-12-27-PVT,Unknown,,977196.0,NEW,908NWFL27,BSE,E,EQUITY,F,1.0
1150IFL28A,IFL-11.50%-8-10-28-PVT,Unknown,,977197.0,NEW,1150IFL28A,BSE,E,EQUITY,F,1.0
1225IFL29,IFL-12.25%-8-10-29-PVT,Unknown,,977198.0,NEW,1225IFL29,BSE,E,EQUITY,F,1.0
1262IFL31,IFL-12.6%-8-8-31-PVT,Unknown,,977199.0,NEW,1262IFL31,BSE,E,EQUITY,F,1.0
925HLFL31,HLFL-9.25%-9-7-31-PVT,Unknown,,977200.0,NEW,925HLFL31,BSE,E,EQUITY,F,1.0
916INDIG29,INDIGO045-9.16%-10-10-29-,Unknown,,977201.0,NEW,916INDIG29,BSE,E,EQUITY,F,1.0
IFSL81025,IFSL-NIFTY 50 INDEX-08-12,Unknown,,977202.0,NEW,IFSL81025,BSE,E,EQUITY,F,1.0
875PFL27,PFL-8.75%-29-10-27-PVT,Unknown,,977203.0,NEW,875PFL27,BSE,E,EQUITY,F,1.0
695BHFL28,BHFL-6.95%-28-01-28-PVT,Unknown,,977204.0,NEW,695BHFL28,BSE,E,EQUITY,F,1.0
12ACAPL27A,ACAPL-12%-13-04-27-PVT,Unknown,,977205.0,NEW,12ACAPL27A,BSE,E,EQUITY,F,1.0
705JCL27,JCL-7.05%-13-10-27-PVT,Unknown,,977206.0,NEW,705JCL27,BSE,E,EQUITY,F,1.0
1125VFPL26,VFPL-11.25%-12-7-26-UL-PV,Unknown,,977207.0,NEW,1125VFPL26,BSE,E,EQUITY,F,1.0
1140VFPL30,VFPL-11.40%-16-5-30-UL-PV,Unknown,,977208.0,NEW,1140VFPL30,BSE,E,EQUITY,F,1.0
7264KMPL30,KMPL-7.2640%-14-10-30-PVT,Unknown,,977209.0,NEW,7264KMPL30,BSE,E,EQUITY,F,1.0
11PPL027,PPL-11%-13-1-27-PVT,Unknown,,977210.0,NEW,11PPL027,BSE,E,EQUITY,F,1.0
855AML27,AML-8.55%-14-10-27-PVT,Unknown,,977211.0,NEW,855AML27,BSE,E,EQUITY,F,1.0
723KMIL28,KMIL-7.23%-26-05-28-PVT,Unknown,,977212.0,NEW,723KMIL28,BSE,E,EQUITY,F,1.0
719KMIL28,KMIL-7.19-11-02-28-PVT,Unknown,,977213.0,NEW,719KMIL28,BSE,E,EQUITY,F,1.0
20ISPL28,ISPL-20%-30-9-28-PVT,Unknown,,977214.0,NEW,20ISPL28,BSE,E,EQUITY,F,1.0
NWFL131025,NWFL-NIFTY-13-10-28-PVT,Unknown,,977215.0,NEW,NWFL131025,BSE,E,EQUITY,F,1.0
775BPRPL35,BPRPL-7.75%-30-9-35-PVT,Unknown,,977216.0,NEW,775BPRPL35,BSE,E,EQUITY,F,1.0
785BPRPL30,BPRPL-7.85%-31-3-30-PVT,Unknown,,977217.0,NEW,785BPRPL30,BSE,E,EQUITY,F,1.0
